Название,Категория,Адрес,Телефон,Сайт/Соцсеть,Сеть/Бренд,Потенциал аналитики,Обоснование оценки,Широта,Долгота,Режим работы
Macaronika,Кондитерская,Адрес не указан (см. координаты),+7 495 9608154,https://msk.macaronika.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7484333,37.5377164,"Fr-Sa 10:00-23:00; Mo-Th,Su 10:00-22:00"
Macaronika,Кондитерская,Адрес не указан (см. координаты),+7 495 9608154,https://msk.macaronika.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7956829,37.6169836,Mo-Su 10:00-22:00
Macaronika,Кондитерская,Адрес не указан (см. координаты),+7 495 960-81-54,https://msk.macaronika.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7897493,37.5335829,"Fr-Sa 10:00-23:00; Mo-Th,Su 10:00-22:00"
Сильвестре,Кофейня/Кафе,Адрес не указан (см. координаты),+7 (967) 016-41-71,https://silvestre.qr-cafe.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8505717,37.6171202,Mo-Su 08:00-21:00
CofeFest,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 2121059,https://cofefest.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7539113,37.8234333,Mo-Fr 07:30-20:00
CofeFest,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 2121059,https://cofefest.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.5425173,37.5533134,Mo-Fr 07:30-02:00
CofeFest,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 2121059,https://cofefest.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8621334,37.4225771,Mo-Fr 07:30-20:00
CofeFest,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 2121059,https://cofefest.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6124231,37.7083665,Mo-Fr 07:30-20:00
CofeFest,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 2121059,https://cofefest.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6786824,37.4485409,Mo-Fr 07:30-20:00
CofeFest,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 2121059,https://cofefest.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.762357,37.4061459,Mo-Fr 07:30-20:00
CofeFest,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 2121059,https://cofefest.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.784314,37.3526573,Mo-Fr 08:00-19:00
CofeFest,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 2121059,https://cofefest.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7144203,37.617343,Mo-Fr 08:00-19:00
CofeFest,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 2121059,https://cofefest.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.788677,37.785557,Mo-Fr 08:00-19:00
CofeFest,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 2121059,https://cofefest.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6422851,37.7718115,Mo-Su 08:00-19:00
CofeFest,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 2121059,https://cofefest.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.601175,37.6015502,Mo-Fr 08:00-19:00
CofeFest,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 2121059,https://cofefest.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7365009,37.4754435,Mo-Su 08:00-19:00
CofeFest,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 2121059,https://cofefest.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8761956,37.5191635,Mo-Su 08:00-22:00
CofeFest,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 2121059,https://cofefest.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8116336,37.407766,Mo-Su 09:00-19:00
CofeFest,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 2121059,https://cofefest.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6780865,37.7247119,Mo-Fr 08:00-19:00
CofeFest,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 2121059,https://cofefest.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.9852963,37.1838391,Mo-Fr 08:00-19:00
CofeFest,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 2121059,https://cofefest.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6674896,37.5660056,Mo-Fr 08:00-19:00
CofeFest,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 2121059,https://cofefest.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7485978,37.5435635,Mo-Fr 07:00-22:00; Sa-Su 09:30-22:00
CofeFest,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 2121059,https://cofefest.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7323152,37.731266,Mo-Fr 08:00-22:00; Sa-Su 10:30-19:00
CofeFest,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 2121059,https://cofefest.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.676317,37.4996423,Mo-Fr 08:00-19:00
CofeFest,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 2121059,https://cofefest.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6996254,37.6258081,Mo-Fr 07:45-19:00
CofeFest,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 2121059,https://cofefest.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.87776,37.5408347,Mo-Fr 08:00-19:00
CofeFest,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 2121059,https://cofefest.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8961003,37.6079285,Mo-Fr 08:00-19:00
CofeFest,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 2121059,https://cofefest.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.851213,37.6662665,Mo-Fr 08:00-19:00
CofeFest,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 2121059,https://cofefest.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6543128,37.5790385,Mo-Fr 08:00-19:00
CofeFest,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 2121059,https://cofefest.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.710017,37.779009,Mo-Fr 08:00-19:00
CofeFest,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 2121059,https://cofefest.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.67364,37.6250518,Mo-Fr 08:00-19:00
CofeFest,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 2121059,https://cofefest.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8767192,37.5190133,Mo-Fr 08:00-19:00
CofeFest,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 2121059,https://cofefest.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6485908,37.609688,Mo-Fr 08:00-19:00
CofeFest,Кофейня/Кафе,Адрес не указан (см. координаты),"+7 495 2121059, +7 968 0209923",https://cofefest.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8892525,37.5622397,Mo-Fr 08:00-19:00
Пицца и вино,Кофейня/Кафе,Адрес не указан (см. координаты),+7 925 2542182,https://menu-pizza-and-vino.tilda.ws,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.784518,37.6563645,Mo-Su 11:00-23:00
Ёж и устрица,Кофейня/Кафе,Адрес не указан (см. координаты),+7 993 3509191,https://ezhiustrica.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7801285,37.5936363,"Fr-Sa 10:00-02:00; Mo-Th,Su 10:00-23:00"
Ёж и устрица,Кофейня/Кафе,Адрес не указан (см. координаты),+7 995 1160220,https://ezhiustrica.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8036418,37.5910037,Mo-Su 12:00-24:00
Ёж и устрица,Кофейня/Кафе,Адрес не указан (см. координаты),+7 995 1162424,https://ezhiustrica.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7371195,37.6494273,Mo-Su 12:00-24:00
SeDelice,Пекарня,Адрес не указан (см. координаты),+7 495 1915091,https://sedelice.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7654826,37.638623,
SeDelice,Пекарня,Адрес не указан (см. координаты),+7 495 1915091,https://sedelice.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7657614,37.6353025,
Влаваше,Кофейня/Кафе,Адрес не указан (см. координаты),+7 812 3174777,https://vlavashe.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6624126,37.7327111,24/7
Ашлянфу,Кофейня/Кафе,Адрес не указан (см. координаты),+7 926 3134053,https://ashlyanfu-msk.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7947681,37.698776,Mo-Su 10:00-24:00
Pizzamento,Кофейня/Кафе,Адрес не указан (см. координаты),+7 968 9204545,https://pizzamento.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7545864,37.5501806,Mo-Su 10:00-21:00
Монастырская кухня,Кофейня/Кафе,Адрес не указан (см. координаты),+7 926 7044026,https://монастырскийдворик.com,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7914917,37.7166614,Tu-Su 09:00-19:00; Mo 10:00-18:00
SeDelice,Пекарня,Адрес не указан (см. координаты),+7 495 1915091,https://sedelice.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7093107,37.5878121,Mo-Fr 07:00-22:00; Sa 08:00-22:00; Su 09:00-21:00
Здрасте,Кофейня/Кафе,Адрес не указан (см. координаты),+7 977 4441124,https://zdrastecafe.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.617531,37.408614,Mo-Su 08:00-22:00
Здрасте,Кофейня/Кафе,Адрес не указан (см. координаты),+7 995 9051635,https://zdrastecafe.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6037025,37.4120253,Mo-Su 08:00-22:00
Здрасте,Кофейня/Кафе,Адрес не указан (см. координаты),+7 916 7774220,https://zdrastecafe.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.5548092,37.5539571,Mo-Su 08:00-22:00
Пекарня Папан,Пекарня,Адрес не указан (см. координаты),+7 929 6303195,http://papan-bakery.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8756644,37.6374167,"Mo-Fr 08:00-21:00; Sa,Su 09:00-21:00"
SeDelice,Пекарня,Адрес не указан (см. координаты),+7 495 1915091,https://sedelice.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6897384,37.5665358,Mo-Fr 07:00-22:00; Sa 08:00-22:00; Su 09:00-21:00
Халяль Пекарня Кафе,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 5328690,http://www.archakov.su,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.814244,37.6018238,Mo-Su 10:00-20:00
ПаПан,Пекарня,Адрес не указан (см. координаты),+7 916 4845373,http://papan-bakery.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8031744,37.5636895,"Mo-Fr 08:00-22:00; Sa,Su 10:00-22:00"
Кулинарная лавка братьев Караваевых,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 6237185,https://www.karavaevi.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7619903,37.5547095,Mo-Su 08:00-23:00
Блины у камина,Кофейня/Кафе,Адрес не указан (см. координаты),+7 903 7933334,https://blini-u-kamina.tilda.ws/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7592339,37.6491963,"Mo-Fr 10:00-22:00; Sa,Su 11:00-22:00"
Конфетная,Кондитерская,Адрес не указан (см. координаты),+7 915 2090023,https://konfetnaya.com,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7866661,37.5953825,Mo-Fr 10:00-20:00; Sa-Su 11:00-18:00
Бобруйский зефир,Кондитерская,Адрес не указан (см. координаты),+7 926 0438555,https://vdnh18.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7663294,37.5907152,Mo-Su 08:00-22:00
Time Club Ковчег,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 212-91-14,https://timeclub24.ru/ark,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7453369,37.6539311,24/7
Kook,Кофейня/Кафе,Адрес не указан (см. координаты),+7 915 0927467,https://kook.taplink.ws,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7617953,37.6331286,Mo-Su 12:00-00:00
Ra'men,Кофейня/Кафе,Адрес не указан (см. координаты),"+7 985 2263333, +7 985 9900734",https://ramen.moscow,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7373904,37.6283481,Mo-Su 12:00-00:00
Вкусная ферма,Кофейня/Кафе,Адрес не указан (см. координаты),+7 968 0492348,https://vkus-ferma.taplink.ws/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.74792,37.704995,Mo-Su 10:00-22:00
Лакомка,Кофейня/Кафе,"улица Маршала Федоренко, 3 с1",+79166060015,https://osetinskie-pirogi-lakomka.clients.site,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8787747,37.493386,09:00-21:00
Mendia,Кофейня/Кафе,"улица Василисы Кожиной, 13",+7 991 787 20 08,https://eda.yandex.ru/offline_place/613e99b47821412bbe7dd5a24b4f5c55,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7360325,37.5011479,Mo-Su 08:00-22:00
Народный кондитер,Кондитерская,Адрес не указан (см. координаты),+7 499 3808800,https://narodny-konditer.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7445354,37.497644,Mo-Su 09:00-21:00
Кнут и пряник,Кофейня/Кафе,Адрес не указан (см. координаты),+7 985 4266420,https://knutundprianik.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7040446,37.6147292,Mo-Su 12:00-24:00
CofeFest,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 2121059,https://cofefest.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8740187,37.6343842,Mo-Fr 08:00-19:00
CofeFest,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 2121059,https://cofefest.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.686285,37.6949565,Mo-Fr 08:00-20:00
CofeFest,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 2121059,https://cofefest.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8098546,37.8140488,Mo-Fr 08:00-20:00
CofeFest,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 2121059,https://cofefest.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7773585,37.6728895,Mo-Fr 08:00-19:00
Матата Феймили,Кофейня/Кафе,Адрес не указан (см. координаты),+7 906 6335160,https://matata-family-bubble-teacoffee.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8116457,37.4838988,Mo-Fr 08:00-21:00; Sa-Su 10:00-21:00
Кулинарная лавка братьев Караваевых,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 623-71-85,https://www.karavaevi.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8471822,37.6381999,Mo-Su 08:00-23:00
Friends Place,Кофейня/Кафе,Адрес не указан (см. координаты),+7 925 7229084,fp-lounge.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7733635,37.684055,"Mo-Su 12:00-24:00; Fr,Sa 12:00-04:00"
Конструктор,Кофейня/Кафе,"Восточная улица, 9",+79152430623,https://vk.com/constructorv9,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7137332,37.6597071,Mo-Su 08:00-22:00
Линдфорс,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 6077731,http://www.lindfors.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7740801,37.6506762,"Mo-Fr 08:00-21:00; Sa,Su 10:00-21:00"
Gagawa,Кофейня/Кафе,Адрес не указан (см. координаты),"+7 495 7954770, +7 968 7290701",https://gagawa.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6242737,37.4224108,Mo-Su 10:00-22:00
Gagawa,Кофейня/Кафе,"7-я Кожуховская улица, 9","+7 495 7954770, +7 968 7255887",https://gagawa.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7103568,37.6751378,Mo-Su 10:00-22:00
Gagawa,Кофейня/Кафе,Адрес не указан (см. координаты),"+7 495 7954770, +7 966 1741327",https://gagawa.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8499829,37.4428978,Mo-Su 10:00-22:00
Чихо,Кофейня/Кафе,Адрес не указан (см. координаты),+7 977 5867174,https://chiho.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7587509,37.6407601,Fr 11:00-24:00; Mo-Th 11:00-23:00; Sa 12:00-24:00; Su 12:00-23:00
Лепим и варим,Кофейня/Кафе,Адрес не указан (см. координаты),+7 999 5983599,https://lepimivarim.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6796964,37.5654611,"Fr-Sa 10:30-23:00; Mo-Th,Su 10:30-22:30"
SeDelice,Пекарня,Адрес не указан (см. координаты),+7 495 1915091,https://sedelice.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7362903,37.5908455,
Кулинарная лавка братьев Караваевых,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 623-71-85,https://www.karavaevi.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6769643,37.5049558,Mo-Su 08:00-23:00
Lavanda,Пекарня,Адрес не указан (см. координаты),+7 977 9499303,https://vk.com/lavandapek,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7945001,37.5725649,"Mo-Fr 08:00-22:00; Sa,Su 09:00-22:00"
Лаваш № 1,Кофейня/Кафе,Адрес не указан (см. координаты),+7 969 0800080,https://lavash-1.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7947451,37.5693396,Mo-Su 11:00-22:30
Хорошее место,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 2057161,https://goodplacelounge.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7881071,37.6104243,"Mo-Su 12:00-24:00; Fr,Sa 12:00-03:00"
Добрынинский,Кондитерская,Адрес не указан (см. координаты),+7 926 8877526,https://dobrynka-online.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7863109,37.6135813,"Mo-Fr 08:00-22:00; Sa,Su 09:00-21:00"
Кофепорт,Кофейня/Кафе,Адрес не указан (см. координаты),+7 800 7770218,https://www.coffeeport.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7859912,37.6389885,Mo-Fr 08:00-18:30
Лепим и варим,Кофейня/Кафе,Адрес не указан (см. координаты),+7 916 2737444,https://lepimivarim.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.9820489,37.1743348,"Fr-Sa 10:00-23:00; Mo-Th,Su 10:00-22:00"
Народный кондитер,Кондитерская,Адрес не указан (см. координаты),+7 499 3808800,https://narodny-konditer.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8260689,37.5835083,Mo-Su 09:00-21:00
SeDelice,Пекарня,Адрес не указан (см. координаты),+7 495 1915091,https://sedelice.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8308092,37.4023747,
Скалка,Пекарня,Адрес не указан (см. координаты),"+7 925 3406668, +7 495 3746030",https://pirogi-skalka.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8493369,37.6206864,Mo-Su 08:00-22:00
Самарканд,Кофейня/Кафе,Адрес не указан (см. координаты),+7 967 0070202,https://vk.com/samarkandrest,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8492684,37.5890967,Mo-Su 09:00-23:00
Frank by Баста,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 2281808,https://frankmeat.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6814598,37.5157657,"Fr-Sa 12:00-01:00; Mo-Th,Su 12:00-24:00"
Кулинарная лавка братьев Караваевых,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 623-71-85,https://www.karavaevi.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7826006,37.7236786,Mo-Su 08:00-23:00
Эскалоп,Кофейня/Кафе,Адрес не указан (см. координаты),+7 915 0870944,http://кафе-эскалоп.рф,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8451041,37.5703588,Mo-Su 11:00-23:00
Твой кофе,Кофейня/Кафе,Адрес не указан (см. координаты),+7 985 9510511,https://tvoj-kofe-ulitsa-garibaldi.clients.site,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6782105,37.5321669,Mo-Su 08:00-21:00
Майиз,Кофейня/Кафе,Адрес не указан (см. координаты),+7 991 7777992,https://www.instagram.com/chayhana_mayiz/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6780729,37.781446,
White Fox,Кофейня/Кафе,"Большой Трёхгорный переулок, 6",+7 903 233-04-01,https://whitefoxcafe.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7589432,37.5635522,Mo-Fr 08:00-22:00; Sa-Su 09:00-22:00
SeDelice,Пекарня,Адрес не указан (см. координаты),+7 495 1915091,https://sedelice.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8207911,37.4238846,Mo-Fr 07:00-22:00; Sa 08:00-22:00; Su 09:00-21:00
Casa Lia,Кофейня/Кафе,"Измайловский бульвар, 38",+7 (977) 273-55-88,https://casalia.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7964324,37.8017464,Mo-Fr 07:30-21:00; Sa-Su 09:00-21:00
BaxCoffee,Кофейня/Кафе,Адрес не указан (см. координаты),+7 (964) 773-06-07,https://baxcoffee-ymetro.clients.site/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7963508,37.7995473,Mo-Su 07:30-21:00
SeDelice,Пекарня,Адрес не указан (см. координаты),+7 495 1915091,https://sedelice.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7746519,37.5845873,
