Название,Категория,Адрес,Телефон,Сайт/Соцсеть,Сеть/Бренд,Потенциал аналитики,Обоснование оценки,Широта,Долгота,Режим работы,Is_Mobile
Добрынинский,Кондитерская,Адрес не указан (см. координаты),+7 926 8877526,https://dobrynka-online.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7863109,37.6135813,"Mo-Fr 08:00-22:00; Sa,Su 09:00-21:00",True
Лепим и варим,Кофейня/Кафе,Адрес не указан (см. координаты),+7 916 2737444,https://lepimivarim.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.9820489,37.1743348,"Fr-Sa 10:00-23:00; Mo-Th,Su 10:00-22:00",True
Скалка,Пекарня,Адрес не указан (см. координаты),"+7 925 3406668, +7 495 3746030",https://pirogi-skalka.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8493369,37.6206864,Mo-Su 08:00-22:00,True
Самарканд,Кофейня/Кафе,Адрес не указан (см. координаты),+7 967 0070202,https://vk.com/samarkandrest,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8492684,37.5890967,Mo-Su 09:00-23:00,True
Эскалоп,Кофейня/Кафе,Адрес не указан (см. координаты),+7 915 0870944,http://кафе-эскалоп.рф,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8451041,37.5703588,Mo-Su 11:00-23:00,True
Твой кофе,Кофейня/Кафе,Адрес не указан (см. координаты),+7 985 9510511,https://tvoj-kofe-ulitsa-garibaldi.clients.site,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6782105,37.5321669,Mo-Su 08:00-21:00,True
Майиз,Кофейня/Кафе,Адрес не указан (см. координаты),+7 991 7777992,https://www.instagram.com/chayhana_mayiz/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6780729,37.781446,,True
White Fox,Кофейня/Кафе,"Большой Трёхгорный переулок, 6",+7 903 233-04-01,https://whitefoxcafe.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7589432,37.5635522,Mo-Fr 08:00-22:00; Sa-Su 09:00-22:00,True
Конфаэль,Кондитерская,Адрес не указан (см. координаты),"+7 800 1006699, +7 963 7123440",https://confaelshop.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7446772,37.5651877,"Fr-Sa 10:00-23:00; Mo-Th,Su 10:00-22:00",True
Конфаэль,Кондитерская,Адрес не указан (см. координаты),"+7 800 1006699, +7 903 7259164",https://confaelshop.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6561499,37.541281,Mo-Su 10:00-22:00,True
Конфаэль,Кондитерская,Адрес не указан (см. координаты),"+7 800 1006699, +7 903 6704818",https://confaelshop.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6204511,37.7137739,Mo-Su 10:00-22:00,True
Конфаэль,Кондитерская,Адрес не указан (см. координаты),"+7 800 1006699, +7 903 7261421",https://confaelshop.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6198816,37.5092715,Mo-Su 10:00-22:00,True
Чихо,Кофейня/Кафе,Адрес не указан (см. координаты),+7 926 5037739,https://chiho.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7822744,37.5999449,Fr 11:00-24:00; Mo-Th 11:00-23:00; Sa 12:00-24:00; Su 12:00-23:00,True
КидБург,Кофейня/Кафе,Адрес не указан (см. координаты),+7 968 1936057,https://moscow.cafe.kidburg.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7603334,37.6252269,Mo-Su 10:00-22:00,True
Мидийное место,Кофейня/Кафе,Адрес не указан (см. координаты),+7 991 5190280,https://www.midiynoe-mesto.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7706569,37.6322273,"Fr-Sa 12:00-24:00; Mo-Th,Su 12:00-23:00",True
Pir&Rog,Кофейня/Кафе,Адрес не указан (см. координаты),+7 915 3005005,https://pirrog.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.754872,37.6490562,Mo-Su 10:00-22:00,True
Кафе мама Дали,Кофейня/Кафе,Адрес не указан (см. координаты),+7 991 7575555,https://mama-dali.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8937903,37.6172867,Mo-Th 11:00-23:00; Fr-Su 11:00-02:00,True
coffee n1,Кофейня/Кафе,Адрес не указан (см. координаты),+7 926 1942728,https://vk.com/coffee_n_1,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8929525,37.5856246,"Mo-Fr 07:30-22:00; Sa,Su 09:00-22:00",True
Gagawa,Кофейня/Кафе,Адрес не указан (см. координаты),"+7 495 7954770, +7 903 1429845",https://gagawa.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8406226,37.4922566,Mo-Su 10:00-22:00,True
Gagawa,Кофейня/Кафе,Адрес не указан (см. координаты),"+7 495 7954770, +7 903 1063249",https://gagawa.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7018527,37.7650142,Mo-Su 10:00-22:00,True
Vaffel,Кофейня/Кафе,Адрес не указан (см. координаты),"+7 901 5455208, +7 921 9602641",https://vaffel.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8681026,37.5507425,Mo-Su 10:00-22:00,True
J'pan,Кофейня/Кафе,Адрес не указан (см. координаты),+7 919 1390374,https://jpan.moscow/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7446841,37.62726,"Mo-Th, Su 10:00-23:00; Sa, Su 10:00-00:00",True
Оджахури,Пекарня,Адрес не указан (см. координаты),+7 969 1001003,https://www.ojakhuri.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.669634,37.5122252,Mo-Su 09:00-22:00,True
Оджахури,Пекарня,Адрес не указан (см. координаты),+7 969 1130110,https://www.ojakhuri.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7427547,37.553499,Mo-Su 07:00-20:00,True
Оджахури,Пекарня,Адрес не указан (см. координаты),+7 969 1120110,https://www.ojakhuri.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6573578,37.6083362,Mo-Su 09:00-21:00,True
Wawe,Кофейня/Кафе,Адрес не указан (см. координаты),+7 999 900 75 37,https://www.instagram.com/wawe.coffee/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7996871,37.5321293,Mo-Su 09:00-19:00,True
Буханка,Пекарня,Адрес не указан (см. координаты),+7 965 400-67-91,https://buhanka.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7528094,37.7990693,07:00-22:00,True
Tsomi,Кофейня/Кафе,Адрес не указан (см. координаты),+7 964 5008005,https://tsomi.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8232643,37.4970512,Mo-Su 10:00-23:00,True
Tsomi,Кофейня/Кафе,Адрес не указан (см. координаты),+7 964 5001005,https://tsomi.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6939417,37.6734061,Mo-Su 10:00-22:00,True
Tsomi,Кофейня/Кафе,Адрес не указан (см. координаты),+7 964 7001007,https://tsomi.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7728528,37.6630639,"Fr-Sa 10:00-02:00; Mo-Th,Su 10:00-23:00",True
Tsomi,Кофейня/Кафе,Адрес не указан (см. координаты),+7 964 5002005,https://tsomi.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.670229,37.513691,Mo-Su 09:00-22:30,True
Шашлык & точка,Кофейня/Кафе,Адрес не указан (см. координаты),+7 960 0555055,https://shashlyk-tochka.clients.site/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7900675,37.6567608,Mo-Su 10:00-23:00,True
Мидийное место,Кофейня/Кафе,Адрес не указан (см. координаты),+7 939 8542015,https://www.midiynoe-mesto.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.811158,37.7997483,"Fr-Sa 10:00-23:00; Mo-Th,Su 10:00-22:00",True
Мидийное место,Кофейня/Кафе,Адрес не указан (см. координаты),+7 936 2722280,https://www.midiynoe-mesto.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8455206,37.661386,Mo-Su 10:00-22:00,True
Счастье здесь,Кондитерская,Адрес не указан (см. координаты),+7 929 513-43-47,https://sunnycakes.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6547276,37.5836081,10:00-19:00,True
Лицей,Пекарня,Адрес не указан (см. координаты),+7 915 1386840,https://www.instagram.com/lyceum_bakery,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7602281,37.6514063,Mo-Fr 08:00-21:00; Sa-Su 09:00-22:00,True
I love cake,Пекарня,Адрес не указан (см. координаты),+7 915 4467900,https://friends-forever.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7790957,37.5813729,Mo-Su 08:00-23:00,True
Mates bistro,Кофейня/Кафе,Адрес не указан (см. координаты),+7 915 0010226,https://www.instagram.com/mates.msk,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7620851,37.5572632,Mo-Su 09:00-23:00,True
Pizzamento,Кофейня/Кафе,Адрес не указан (см. координаты),+7 969 1144545,https://pizzamento.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.687692,37.701758,"Mo,We-Su 10:00-23:00; Tu 11:00-23:00",True
Gagawa,Кофейня/Кафе,Адрес не указан (см. координаты),"+7 495 7954770, +7 967 2335505",https://gagawa.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.9094335,37.540881,Mo-Su 10:00-22:00,True
bodro coffee,Кофейня/Кафе,Адрес не указан (см. координаты),"+7 926 7479900, +7 977 3698644",https://bodro.coffee/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7771821,37.6070414,"Mo-Fr 07:30-21:30; Sa,Su 08:30-20:00",True
Шоколадный Триумф,Кондитерская,Адрес не указан (см. координаты),+7 925 1181000,https://instagram.com/chocolate_triumph,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8079356,37.5390695,Mo-Su 11:00-21:00,True
Чихо,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 2980895,https://chiho.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7713162,37.6201179,Mo-Sa 10:00-22:00; Su 11:00-22:00,True
Cinnabon,Кофейня/Кафе,Адрес не указан (см. координаты),+7 926 6110079,https://cinnabonrussia.com/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7799686,37.593053,,True
Мидийное место,Кофейня/Кафе,Адрес не указан (см. координаты),+7 901 5490199,https://www.midiynoe-mesto.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.823757,37.4973411,Mo-Su 10:00-23:00,True
Pims,Кофейня/Кафе,"Тверская улица, 15",+7 968 9012876,https://pimstea.com/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7621805,37.6082437,Mo-Th 11:00-22:00; Fr-Su 11:00-23:00,True
Оджахури,Кофейня/Кафе,Адрес не указан (см. координаты),+7 915 0581010,https://www.ojakhuri.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7352052,37.612835,Mo-Su 11:00-23:00,True
Gagawa,Кофейня/Кафе,Адрес не указан (см. координаты),"+7 495 7954770, +7 967 2335510",https://gagawa.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7279559,37.4769349,"Fr-Sa 10:00-23:00; Mo-Th,Su 10:00-22:00",True
Gagawa,Кофейня/Кафе,Адрес не указан (см. координаты),"+7 495 7954770, +7 967 2335507",https://gagawa.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7300692,37.7316043,Mo-Su 10:00-22:00,True
Красный пищевик,Кондитерская,Адрес не указан (см. координаты),+7 929 6354008,https://www.zefir.by,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7121804,37.4165379,Mo-Fr 08:00-17:00,True
Лепим и варим,Кофейня/Кафе,Адрес не указан (см. координаты),+7 916 6715111,https://lepimivarim.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7059203,37.656683,Mo-Su 09:00-22:00,True
Лепим и варим,Кофейня/Кафе,Адрес не указан (см. координаты),+7 903 7127978,https://lepimivarim.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7096832,37.4421169,Mo-Fr 09:00-20:00,True
Лепим и варим,Кофейня/Кафе,Адрес не указан (см. координаты),+7 915 3405636,https://lepimivarim.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7445065,37.5651954,"Fr-Sa 10:00-23:00; Mo-Th,Su 10:00-22:00",True
Лепим и варим,Кофейня/Кафе,Адрес не указан (см. координаты),+7 925 111-45-86,https://lepimivarim.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7907386,37.5315712,"Fr-Sa 10:00-23:00; Mo-Th,Su 10:00-22:00",True
Лепим и варим,Кофейня/Кафе,Адрес не указан (см. координаты),+7 915 3406233,https://lepimivarim.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8447216,37.6598106,Mo-Su 10:00-22:00,True
Лепим и варим,Кофейня/Кафе,Адрес не указан (см. координаты),+7 915 3405479,https://lepimivarim.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8235897,37.4973357,Mo-Su 10:00-23:00,True
Лепим и варим,Кофейня/Кафе,Адрес не указан (см. координаты),+7 915 3405978,https://lepimivarim.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.709055,37.6522108,Fr 10:00-23:00; Mo-Th 10:00-22:00; Sa-Su 11:00-23:00,True
Капибар,Кофейня/Кафе,Адрес не указан (см. координаты),+7 968 8083836,https://barcapybar.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7528819,37.5822303,,True
Bodro Coffee,Кофейня/Кафе,"Варшавское шоссе, 26 с6",+7 952 1124665,https://bodro.coffee,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6842496,37.6212594,Mo-Su 08:00-22:00,True
Четыре комнаты,Кофейня/Кафе,"улица Дыбенко, 36 к1",+7 926 1771614,https://cafe4komnaty.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8757886,37.4846623,Mo-Su 08:00-23:00,True
Frank by Баста,Кофейня/Кафе,Адрес не указан (см. координаты),"+7 495 2281808, +7 925 1460274",https://frankmeat.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6990117,37.6390906,Mo-Su 10:00-23:00,True
Каравай СВ,Пекарня,Адрес не указан (см. координаты),+7 965 3972016,https://www.karavay-sv.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7024416,37.4662708,Mo-Su 10:00-21:30,True
Ванлав,Кондитерская,Адрес не указан (см. координаты),+7 993 2444809,https://vanlav.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7625336,37.5571517,Mo-Fr 08:00-22:00; Sa-Su 09:00-22:00,True
Ванлав,Кондитерская,Адрес не указан (см. координаты),+7 916 1119377,https://vanlav.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6612672,37.4183928,Mo-Su 09:00-23:00,True
Ванлав,Кондитерская,Адрес не указан (см. координаты),+7 916 1116277,https://vanlav.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.5504337,37.4899648,24/7,True
Ванлав,Кондитерская,Адрес не указан (см. координаты),+7 915 1115988,https://vanlav.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7018911,37.4920731,24/7,True
Пита пита,Кофейня/Кафе,"Мытная улица, 74",+7 929 546 00 13,https://pitapita.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7123707,37.6201877,Mo-Su 09:00-21:00,True
Шалость Удалась,Кофейня/Кафе,"Сущёвская улица, 19 с4",+7 966 0394394,https://shalost.restoplace.ws/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7818941,37.6009648,Mo-Su 12:00-22:00,True
Кето & Коте,Кофейня/Кафе,"Селезнёвская улица, 13 С1",+7 969 8 9999 13,https://ketokotemsk.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7807602,37.6070835,Mo-Su 11:00-23:00,True
Наф-Наф,Кофейня/Кафе,"Дегунинская улица, 9 к1",+7 903 199-07-04,https://t.me/pizzanafnaf#,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8632231,37.5337587,11:00-22:00,True
Vaffel,Кофейня/Кафе,Адрес не указан (см. координаты),"+7 921 9602641, +7 969 1012217",https://vaffel.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7799301,37.6288658,Mo-Su 10:00-22:00,True
Gagawa,Кофейня/Кафе,Адрес не указан (см. координаты),"+7 495 7954770, +7 963 6224725",https://gagawa.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7448598,37.5654716,Mo-Su 10:00-22:00,True
Небесный Эликсир,Кофейня/Кафе,Адрес не указан (см. координаты),+7 999 7191686,https://vk.com/celestial.elixir,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.9778121,37.1539257,Mo-Su 10:00-21:30,True
Уют,Кофейня/Кафе,"Георгиевский проспект, 37к1",+7 924 7862219,https://vkafeuyut.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.9679149,37.1512386,Mo-Th 12:00-22:00; Fr-Sa 12:00-23:00,True
Dizengof//99,Кофейня/Кафе,Адрес не указан (см. координаты),+79162131160,https://dizengof99.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7735324,37.5855625,Su-Th 09:00-22:00; Fr-Sa 09:00-23:00,True
Dizengof//99,Кофейня/Кафе,Адрес не указан (см. координаты),+7 916 213-11-60,https://dizengof99.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.676146,37.5666778,"Mo-Th,Su 10:00-23:00; Fr-Sa 10:00-24:00",True
Лавашура,Кофейня/Кафе,Адрес не указан (см. координаты),"+7 495 2330404,  +7 965 8100404",https://www.lavashura.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.5919851,37.4578009,Mo-Th 11:00-22:00; Fr-Sa 11:00-23:00; Su 11:00-22:00,True
Варочная,Кофейня/Кафе,Адрес не указан (см. координаты),+7 916 9084653,https://varochnayacoffee.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6737189,37.6105013,Mo-Fr 08:00-22:00; Sa-Su 09:00-22:00,True
Dark Side,Кофейня/Кафе,"Бумажный проезд, 4",+79625151717,https://darkshaurma.com,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7862166,37.586017,,True
Gagawa,Кофейня/Кафе,Адрес не указан (см. координаты),"+7 495 7954770, +7 963 6224708",https://gagawa.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8630395,37.6009194,Mo-Su 10:00-22:00,True
Traveler's Coffee,Кофейня/Кафе,"1-й Котляковский пер., 2А к1",+79161672033,https://travelers-coffee.com/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6521537,37.6287847,Mo-Su 08:00-22:00,True
Лицей,Пекарня,Адрес не указан (см. координаты),+79160795804,https://www.instagram.com/lyceum_bakery,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7397958,37.5962113,"Mo-Fr 08:00-23:00; Sa, Su 09:00-23:00",True
Pipes Studio,Кофейня/Кафе,"Бережковская набережная, 20 с69",+7 999 888-20-69,https://pipes.fun/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7351325,37.5512238,Mo-Su 09:00-22:00,True
Coffee Ray,Кофейня/Кафе,"Ленинский проспект, 123В",+7 916 120 98 11,https://coffee-ray.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6475791,37.480004,"Mo-Fr 08:00-21:00; Sa, Su 09:00-22:00",True
Gagawa,Кофейня/Кафе,Адрес не указан (см. координаты),"+7 495 7954770, +7 925 0026155",https://gagawa.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8093095,37.4644786,Mo-Su 10:00-22:00,True
Жучки-паучки,Кофейня/Кафе,Адрес не указан (см. координаты),+79267603322,https://bugcafe.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.730135,37.6672254,Mo-Su 11:00-22:00,True
Papandopulo,Кофейня/Кафе,"2-я Звенигородская улица, 12 с23",+7 965 444 19 05,https://pnp.moscow,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7626273,37.5573691,Mo-Su 12:00-22:00,True
Деликатеска,Кофейня/Кафе,Адрес не указан (см. координаты),"+7 495 6409640, +7 977 2670622",https://www.delikateska.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8190166,37.4261284,Mo-Su 10:00-23:00,True
Деликатеска,Кофейня/Кафе,Адрес не указан (см. координаты),"+7 495 6409640, +7 991 6595803",https://www.delikateska.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6816177,37.8504297,Mo-Su 12:00-23:00,True
Деликатеска,Кофейня/Кафе,Адрес не указан (см. координаты),"+7 495 6409640, +7 991 7271622",https://www.delikateska.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7479774,37.6924127,Mo-Su 10:00-23:00,True
Деликатеска,Кофейня/Кафе,Адрес не указан (см. координаты),"+7 495 6409640, +7 977 2695362",https://www.delikateska.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7524879,37.7003118,Mo-Su 10:00-23:00,True
Деликатеска,Кофейня/Кафе,Адрес не указан (см. координаты),"+7 495 6409640, +7 991 5818512",https://www.delikateska.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6656392,37.7333672,Mo-Su 09:00-21:30,True
Деликатеска,Кофейня/Кафе,Адрес не указан (см. координаты),"+7 495 6409640, +7 991 7271660",https://www.delikateska.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6979778,37.6341256,Mo-Su 10:00-23:00,True
Деликатеска,Кофейня/Кафе,Адрес не указан (см. координаты),"+7 495 6409640, +7 977 2741185",https://www.delikateska.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7210905,37.6882955,Mo-Su 10:00-23:00,True
Деликатеска,Кофейня/Кафе,Адрес не указан (см. координаты),"+7 495 6409640, +7 977 2864551",https://www.delikateska.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7157831,37.4966437,Mo-Su 12:00-23:00,True
Деликатеска,Кофейня/Кафе,Адрес не указан (см. координаты),"+7 495 6409640, +7 991 6595816",https://www.delikateska.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6956751,37.476939,Mo-Su 12:00-23:00,True
Mellow,Кондитерская,Адрес не указан (см. координаты),+7 999 853-60-86,https://mellowcookies.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7481752,37.581331,10:00-22:00,True
